fixture_scope,case_id,task,truth,policy,decision,validator_pass,unsafe_autonomy,unnecessary_abstention,unnecessary_question,latency_units
synthetic:contract-v1,q1-safe-r09,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-safe-r10,entity_resolution,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q1-safe-r10,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-safe-r11,entity_resolution,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q1-safe-r11,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-safe-r12,entity_resolution,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q1-safe-r12,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-safe-r13,entity_resolution,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q1-safe-r13,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-safe-r14,entity_resolution,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q1-safe-r14,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-safe-r15,entity_resolution,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q1-safe-r15,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-safe-r16,entity_resolution,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q1-safe-r16,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-safe-r17,entity_resolution,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q1-safe-r17,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-safe-r18,entity_resolution,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q1-safe-r18,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-safe-r19,entity_resolution,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q1-safe-r19,entity_resolution,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q1-ask-r00,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r00,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r01,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r01,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r02,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r02,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r03,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r03,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r04,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r04,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r05,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r05,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r06,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r06,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r07,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r07,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r08,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r08,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r09,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r09,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r10,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r10,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r11,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r11,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r12,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r12,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r13,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r13,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r14,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r14,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r15,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r15,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r16,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r16,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r17,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r17,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r18,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r18,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-ask-r19,entity_resolution,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q1-ask-r19,entity_resolution,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r00,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r00,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r01,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r01,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r02,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r02,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r03,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r03,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r04,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r04,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r05,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r05,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r06,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r06,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r07,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r07,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r08,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r08,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r09,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r09,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r10,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r10,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r11,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r11,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r12,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r12,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r13,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r13,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r14,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r14,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r15,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r15,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r16,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r16,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r17,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r17,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r18,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r18,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q1-reject-r19,entity_resolution,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q1-reject-r19,entity_resolution,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-safe-r00,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r00,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r01,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r01,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r02,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r02,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r03,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r03,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r04,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r04,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r05,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r05,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r06,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r06,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r07,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r07,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r08,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r08,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r09,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r09,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r10,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r10,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r11,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r11,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r12,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r12,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r13,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r13,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r14,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r14,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r15,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r15,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r16,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r16,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r17,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r17,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r18,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r18,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-safe-r19,normalization,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q2-safe-r19,normalization,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q2-ask-r00,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r00,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r01,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r01,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r02,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r02,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r03,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r03,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r04,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r04,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r05,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r05,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r06,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r06,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r07,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r07,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r08,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r08,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r09,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r09,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r10,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r10,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r11,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r11,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r12,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r12,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r13,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r13,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r14,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r14,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r15,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r15,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r16,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r16,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r17,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r17,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r18,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r18,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-ask-r19,normalization,ASK,CPC-1,ASK,True,0,0,0,2
synthetic:contract-v1,q2-ask-r19,normalization,ASK,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r00,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r00,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r01,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r01,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r02,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r02,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r03,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r03,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r04,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r04,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r05,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r05,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r06,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r06,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r07,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r07,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r08,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r08,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r09,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r09,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r10,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r10,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r11,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r11,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r12,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r12,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r13,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r13,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r14,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r14,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r15,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r15,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r16,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r16,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r17,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r17,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r18,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r18,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q2-reject-r19,normalization,REJECT,CPC-1,REJECT,True,0,0,0,2
synthetic:contract-v1,q2-reject-r19,normalization,REJECT,Blind act,ACT,False,1,0,0,1
synthetic:contract-v1,q3-safe-r00,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r00,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r01,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r01,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r02,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r02,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r03,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r03,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r04,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r04,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r05,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r05,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r06,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r06,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r07,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r07,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r08,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r08,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r09,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r09,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r10,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r10,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r11,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r11,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r12,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r12,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r13,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r13,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r14,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r14,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r15,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r15,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r16,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r16,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r17,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r17,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r18,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
synthetic:contract-v1,q3-safe-r18,metric_mapping,ACT,Blind act,ACT,False,0,0,0,1
synthetic:contract-v1,q3-safe-r19,metric_mapping,ACT,CPC-1,ACT,True,0,0,0,2
